FLIGHT LOG
t, z, x, theta, rpm1, rpm2, v_z, v_x, omega, pred_theta, del_rpm
9362.000, 1412.275, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9363.000, 1392.370, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9364.000, 1372.465, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9365.000, 1352.560, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9366.000, 1332.655, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9367.000, 1312.750, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9368.000, 1292.845, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9369.000, 1272.940, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9370.000, 1253.035, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9371.000, 1233.130, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9372.000, 1213.225, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9373.000, 1193.320, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9374.000, 1173.415, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9375.000, 1153.510, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9376.000, 1133.605, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9377.000, 1113.700, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9378.000, 1093.795, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9379.000, 1073.890, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9380.000, 1053.985, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9381.000, 1034.080, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9382.000, 1014.175, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9383.000, 994.270, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9384.000, 974.365, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9385.000, 954.460, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9386.000, 934.555, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9387.000, 914.650, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9388.000, 894.745, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9389.000, 874.840, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9390.000, 854.935, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9391.000, 835.030, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9392.000, 815.125, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9393.000, 795.220, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9394.000, 775.315, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9395.000, 755.410, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9396.000, 735.505, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9397.000, 715.600, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9398.000, 695.695, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9399.000, 675.790, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9400.000, 655.885, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9401.000, 635.980, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9402.000, 616.075, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9403.000, 596.170, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9404.000, 576.265, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9405.000, 556.360, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9406.000, 536.455, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9407.000, 516.550, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9408.000, 496.645, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9409.000, 476.740, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9410.000, 456.835, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9411.000, 436.930, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9412.000, 417.025, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9413.000, 397.120, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9414.000, 377.215, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9415.000, 357.310, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9416.000, 337.405, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9417.000, 317.500, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9418.000, 297.595, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9419.000, 277.690, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9420.000, 257.785, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9421.000, 237.880, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9422.000, 217.975, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9423.000, 198.070, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9424.000, 178.165, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9425.000, 158.260, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9426.000, 138.355, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9427.000, 118.450, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9428.000, 98.545, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9429.000, 78.640, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9430.000, 58.735, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9431.000, 38.830, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9432.000, 18.925, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9433.000, -0.980, 0.000, 0.000, 0.000, 0.000, -15.00, 0.00, 0.00, 0.000, 0.000
9434.000, -20.885, 0.000, 0.000, 0.002, 0.002, -15.00, 0.00, 0.00, 0.000, 0.000
9435.000, -40.790, 0.000, 0.000, 0.006, 0.006, -15.00, 0.00, 0.00, 0.000, 0.000
9436.000, -60.695, 0.000, 0.000, 0.012, 0.012, -15.00, 0.00, 0.00, 0.000, 0.000
9437.000, -80.600, 0.000, 0.000, 0.020, 0.020, -15.00, 0.00, 0.00, 0.000, 0.000
9438.000, -100.505, 0.000, 0.000, 0.031, 0.031, -15.00, 0.00, 0.00, 0.000, 0.000
9439.000, -120.410, 0.000, 0.000, 0.043, 0.043, -15.00, 0.00, 0.00, 0.000, 0.000
9440.000, -140.315, 0.000, 0.000, 0.057, 0.057, -15.00, 0.00, 0.00, 0.000, 0.000
9441.000, -160.220, 0.000, 0.000, 0.073, 0.073, -15.00, 0.00, 0.00, 0.000, 0.000
9442.000, -180.125, 0.000, 0.000, 0.091, 0.091, -15.00, 0.00, 0.00, 0.000, 0.000
9443.000, -200.029, 0.000, 0.000, 0.111, 0.111, -15.00, 0.00, 0.00, 0.000, 0.000
9444.000, -219.934, 0.000, 0.000, 0.133, 0.133, -15.00, 0.00, 0.00, 0.000, 0.000
9445.000, -239.839, 0.000, 0.000, 0.157, 0.157, -15.00, 0.00, 0.00, 0.000, 0.000
9446.000, -259.744, 0.000, 0.000, 0.183, 0.183, -15.00, 0.00, 0.00, 0.000, 0.000
9447.000, -279.649, 0.000, 0.000, 0.211, 0.211, -15.00, 0.00, 0.00, 0.000, 0.000
9448.000, -299.554, 0.000, 0.000, 0.241, 0.241, -15.00, 0.00, 0.00, 0.000, 0.000
9449.000, -319.458, 0.000, 0.000, 0.273, 0.273, -15.00, 0.00, 0.00, 0.000, 0.000
9450.000, -339.363, 0.000, 0.000, 0.306, 0.306, -15.00, 0.00, 0.00, 0.000, 0.000
9451.000, -359.268, 0.000, 0.000, 0.342, 0.342, -15.00, 0.00, 0.00, 0.000, 0.000
9452.000, -379.172, 0.000, 0.000, 0.380, 0.380, -15.00, 0.00, 0.00, 0.000, 0.000
9453.000, -399.077, 0.000, 0.000, 0.420, 0.420, -15.00, 0.00, 0.00, 0.000, 0.000
9454.000, -418.981, 0.000, 0.000, 0.462, 0.462, -15.00, 0.00, 0.00, 0.000, 0.000
9455.000, -438.886, 0.000, 0.000, 0.506, 0.506, -15.00, 0.00, 0.00, 0.000, 0.000
9456.000, -458.790, 0.000, 0.000, 0.552, 0.552, -15.00, 0.00, 0.00, 0.000, 0.000
9457.000, -478.695, 0.000, 0.000, 0.600, 0.600, -15.00, 0.00, 0.00, 0.000, 0.000
9458.000, -498.599, 0.000, 0.000, 0.650, 0.650, -15.00, 0.00, 0.00, 0.000, 0.000
9459.000, -518.503, 0.000, 0.000, 0.702, 0.702, -15.00, 0.00, 0.00, 0.000, 0.000
9460.000, -538.408, 0.000, 0.000, 0.755, 0.755, -15.00, 0.00, 0.00, 0.000, 0.000
9461.000, -558.312, 0.000, 0.000, 0.811, 0.811, -15.00, 0.00, 0.00, 0.000, 0.000
9462.000, -578.216, 0.000, 0.000, 0.869, 0.869, -15.00, 0.00, 0.00, 0.000, 0.000
9463.000, -598.120, 0.000, 0.000, 0.929, 0.929, -15.00, 0.00, 0.00, 0.000, 0.000
9464.000, -618.024, 0.000, 0.000, 0.991, 0.991, -15.00, 0.00, 0.00, 0.000, 0.000
9465.000, -637.928, 0.000, 0.000, 1.055, 1.055, -15.00, 0.00, 0.00, 0.000, 0.000
9466.000, -657.832, 0.000, 0.000, 1.120, 1.120, -15.00, 0.00, 0.00, 0.000, 0.000
9467.000, -677.736, 0.000, 0.000, 1.188, 1.188, -15.00, 0.00, 0.00, 0.000, 0.000
9468.000, -697.640, 0.000, 0.000, 1.258, 1.258, -15.00, 0.00, 0.00, 0.000, 0.000
9469.000, -717.543, 0.000, 0.000, 1.330, 1.330, -15.00, 0.00, 0.00, 0.000, 0.000
9470.000, -737.447, 0.000, 0.000, 1.403, 1.403, -15.00, 0.00, 0.00, 0.000, 0.000
9471.000, -757.350, 0.000, 0.000, 1.479, 1.479, -15.00, 0.00, 0.00, 0.000, 0.000
9472.000, -777.254, 0.000, 0.000, 1.557, 1.557, -15.00, 0.00, 0.00, 0.000, 0.000
9473.000, -797.157, 0.000, 0.000, 1.637, 1.637, -15.00, 0.00, 0.00, 0.000, 0.000
9474.000, -817.061, 0.000, 0.000, 1.718, 1.718, -15.00, 0.00, 0.00, 0.000, 0.000
9475.000, -836.964, 0.000, 0.000, 1.802, 1.802, -15.00, 0.00, 0.00, 0.000, 0.000
9476.000, -856.867, 0.000, 0.000, 1.888, 1.888, -15.00, 0.00, 0.00, 0.000, 0.000
9477.000, -876.770, 0.000, 0.000, 1.975, 1.975, -15.00, 0.00, 0.00, 0.000, 0.000
9478.000, -896.673, 0.000, 0.000, 2.065, 2.065, -15.00, 0.00, 0.00, 0.000, 0.000
9479.000, -916.576, 0.000, 0.000, 2.157, 2.157, -15.00, 0.00, 0.00, 0.000, 0.000
9480.000, -936.479, 0.000, 0.000, 2.250, 2.250, -15.00, 0.00, 0.00, 0.000, 0.000
9481.000, -956.381, 0.000, 0.000, 2.346, 2.346, -15.00, 0.00, 0.00, 0.000, 0.000
9482.000, -976.284, 0.000, 0.000, 2.444, 2.444, -15.00, 0.00, 0.00, 0.000, 0.000
9483.000, -996.187, 0.000, 0.000, 2.543, 2.543, -15.00, 0.00, 0.00, 0.000, 0.000
9484.000, -1016.089, 0.000, 0.000, 2.645, 2.645, -15.00, 0.00, 0.00, 0.000, 0.000
9485.000, -1035.991, 0.000, 0.000, 2.749, 2.749, -15.00, 0.00, 0.00, 0.000, 0.000
9486.000, -1055.893, 0.000, 0.000, 2.854, 2.854, -15.00, 0.00, 0.00, 0.000, 0.000
9487.000, -1075.796, 0.000, 0.000, 2.962, 2.962, -15.00, 0.00, 0.00, 0.000, 0.000
9488.000, -1095.698, 0.000, 0.000, 3.071, 3.071, -15.00, 0.00, 0.00, 0.000, 0.000
9489.000, -1115.599, 0.000, 0.000, 3.183, 3.183, -15.00, 0.00, 0.00, 0.000, 0.000
9490.000, -1135.501, 0.000, 0.000, 3.296, 3.296, -15.00, 0.00, 0.00, 0.000, 0.000
9491.000, -1155.403, 0.000, 0.000, 3.412, 3.412, -15.00, 0.00, 0.00, 0.000, 0.000
9492.000, -1175.304, 0.000, 0.000, 3.530, 3.530, -15.00, 0.00, 0.00, 0.000, 0.000
9493.000, -1195.206, 0.000, 0.000, 3.649, 3.649, -15.00, 0.00, 0.00, 0.000, 0.000
9494.000, -1215.107, 0.000, 0.000, 3.771, 3.771, -15.00, 0.00, 0.00, 0.000, 0.000
9495.000, -1235.008, 0.000, 0.000, 3.894, 3.894, -15.00, 0.00, 0.00, 0.000, 0.000
9496.000, -1254.909, 0.000, 0.000, 4.020, 4.020, -15.00, 0.00, 0.00, 0.000, 0.000
9497.000, -1274.810, 0.000, 0.000, 4.147, 4.147, -15.00, 0.00, 0.00, 0.000, 0.000
9498.000, -1294.711, 0.000, 0.000, 4.277, 4.277, -15.00, 0.00, 0.00, 0.000, 0.000
9499.000, -1314.612, 0.000, 0.000, 4.408, 4.408, -15.00, 0.00, 0.00, 0.000, 0.000
9500.000, -1334.512, 0.000, 0.000, 4.541, 4.541, -15.00, 0.00, 0.00, 0.000, 0.000
9501.000, -1354.413, 0.000, 0.000, 4.677, 4.677, -15.00, 0.00, 0.00, 0.000, 0.000
9502.000, -1374.313, 0.000, 0.000, 4.814, 4.814, -15.00, 0.00, 0.00, 0.000, 0.000
9503.000, -1394.213, 0.000, 0.000, 4.954, 4.954, -15.00, 0.00, 0.00, 0.000, 0.000
9504.000, -1414.113, 0.000, 0.000, 5.095, 5.095, -15.00, 0.00, 0.00, 0.000, 0.000
9505.000, -1434.013, 0.000, 0.000, 5.239, 5.239, -15.00, 0.00, 0.00, 0.000, 0.000
9506.000, -1453.913, 0.000, 0.000, 5.384, 5.384, -15.00, 0.00, 0.00, 0.000, 0.000
9507.000, -1473.812, 0.000, 0.000, 5.531, 5.531, -15.00, 0.00, 0.00, 0.000, 0.000
9508.000, -1493.712, 0.000, 0.000, 5.681, 5.681, -15.00, 0.00, 0.00, 0.000, 0.000
9509.000, -1513.611, 0.000, 0.000, 5.832, 5.832, -15.00, 0.00, 0.00, 0.000, 0.000
9510.000, -1533.510, 0.000, 0.000, 5.986, 5.986, -15.00, 0.00, 0.00, 0.000, 0.000
9511.000, -1553.409, 0.000, 0.000, 6.141, 6.141, -15.00, 0.00, 0.00, 0.000, 0.000
9512.000, -1573.308, 0.000, 0.000, 6.298, 6.298, -15.00, 0.00, 0.00, 0.000, 0.000
9513.000, -1593.207, 0.000, 0.000, 6.458, 6.458, -15.00, 0.00, 0.00, 0.000, 0.000
9514.000, -1613.105, 0.000, 0.000, 6.619, 6.619, -15.00, 0.00, 0.00, 0.000, 0.000
9515.000, -1633.003, 0.000, 0.000, 6.782, 6.782, -15.00, 0.00, 0.00, 0.000, 0.000
9516.000, -1652.902, 0.000, 0.000, 6.948, 6.948, -15.00, 0.00, 0.00, 0.000, 0.000
9517.000, -1672.800, 0.000, 0.000, 7.115, 7.115, -15.00, 0.00, 0.00, 0.000, 0.000
9518.000, -1692.697, 0.000, 0.000, 7.284, 7.284, -15.00, 0.00, 0.00, 0.000, 0.000
9519.000, -1712.595, 0.000, 0.000, 7.455, 7.455, -15.00, 0.00, 0.00, 0.000, 0.000
9520.000, -1732.493, 0.000, 0.000, 7.629, 7.629, -15.00, 0.00, 0.00, 0.000, 0.000
9521.000, -1752.390, 0.000, 0.000, 7.804, 7.804, -15.00, 0.00, 0.00, 0.000, 0.000
9522.000, -1772.287, 0.000, 0.000, 7.981, 7.981, -15.00, 0.00, 0.00, 0.000, 0.000
9523.000, -1792.184, 0.000, 0.000, 8.160, 8.160, -15.00, 0.00, 0.00, 0.000, 0.000
9524.000, -1812.081, 0.000, 0.000, 8.342, 8.342, -15.00, 0.00, 0.00, 0.000, 0.000
9525.000, -1831.978, 0.000, 0.000, 8.525, 8.525, -15.00, 0.00, 0.00, 0.000, 0.000
9526.000, -1851.874, 0.000, 0.000, 8.710, 8.710, -15.00, 0.00, 0.00, 0.000, 0.000
9527.000, -1871.770, 0.000, 0.000, 8.897, 8.897, -15.00, 0.00, 0.00, 0.000, 0.000
9528.000, -1891.666, 0.000, 0.000, 9.086, 9.086, -15.00, 0.00, 0.00, 0.000, 0.000
9529.000, -1911.562, 0.000, 0.000, 9.277, 9.277, -15.00, 0.00, 0.00, 0.000, 0.000
9530.000, -1931.458, 0.000, 0.000, 9.471, 9.471, -15.00, 0.00, 0.00, 0.000, 0.000
9531.000, -1951.354, 0.000, 0.000, 9.666, 9.666, -15.00, 0.00, 0.00, 0.000, 0.000
9532.000, -1971.249, 0.000, 0.000, 9.863, 9.863, -15.00, 0.00, 0.00, 0.000, 0.000
9533.000, -1991.144, 0.000, 0.000, 10.062, 10.062, -15.00, 0.00, 0.00, 0.000, 0.000
9534.000, -2011.039, 0.000, 0.000, 10.263, 10.263, -15.00, 0.00, 0.00, 0.000, 0.000
9535.000, -2030.934, 0.000, 0.000, 10.466, 10.466, -15.00, 0.00, 0.00, 0.000, 0.000
9536.000, -2050.828, 0.000, 0.000, 10.671, 10.671, -15.00, 0.00, 0.00, 0.000, 0.000
9537.000, -2070.723, 0.000, 0.000, 10.878, 10.878, -15.00, 0.00, 0.00, 0.000, 0.000
9538.000, -2090.617, 0.000, 0.000, 11.088, 11.088, -15.00, 0.00, 0.00, 0.000, 0.000
9539.000, -2110.511, 0.000, 0.000, 11.299, 11.299, -15.00, 0.00, 0.00, 0.000, 0.000
9540.000, -2130.404, 0.000, 0.000, 11.512, 11.512, -15.00, 0.00, 0.00, 0.000, 0.000
9541.000, -2150.298, 0.000, 0.000, 11.727, 11.727, -15.00, 0.00, 0.00, 0.000, 0.000
9542.000, -2170.191, 0.000, 0.000, 11.944, 11.944, -15.00, 0.00, 0.00, 0.000, 0.000
9543.000, -2190.084, 0.000, 0.000, 12.163, 12.163, -15.00, 0.00, 0.00, 0.000, 0.000
9544.000, -2209.977, 0.000, 0.000, 12.384, 12.384, -15.00, 0.00, 0.00, 0.000, 0.000
9545.000, -2229.870, 0.000, 0.000, 12.607, 12.607, -15.00, 0.00, 0.00, 0.000, 0.000
9546.000, -2249.762, 0.000, 0.000, 12.832, 12.832, -15.00, 0.00, 0.00, 0.000, 0.000
9547.000, -2269.654, 0.000, 0.000, 13.059, 13.059, -15.00, 0.00, 0.00, 0.000, 0.000
9548.000, -2289.546, 0.000, 0.000, 13.288, 13.288, -15.00, 0.00, 0.00, 0.000, 0.000
9549.000, -2309.438, 0.000, 0.000, 13.519, 13.519, -15.00, 0.00, 0.00, 0.000, 0.000
9550.000, -2329.329, 0.000, 0.000, 13.752, 13.752, -15.00, 0.00, 0.00, 0.000, 0.000
9551.000, -2349.221, 0.000, 0.000, 13.986, 13.986, -15.00, 0.00, 0.00, 0.000, 0.000
9552.000, -2369.112, 0.000, 0.000, 14.223, 14.223, -15.00, 0.00, 0.00, 0.000, 0.000
9553.000, -2389.003, 0.000, 0.000, 14.462, 14.462, -15.00, 0.00, 0.00, 0.000, 0.000
9554.000, -2408.893, 0.000, 0.000, 14.703, 14.703, -15.00, 0.00, 0.00, 0.000, 0.000
9555.000, -2428.784, 0.000, 0.000, 14.946, 14.946, -15.00, 0.00, 0.00, 0.000, 0.000
9556.000, -2448.674, 0.000, 0.000, 15.191, 15.191, -15.00, 0.00, 0.00, 0.000, 0.000
9557.000, -2468.563, 0.000, 0.000, 15.438, 15.438, -15.00, 0.00, 0.00, 0.000, 0.000
9558.000, -2488.453, 0.000, 0.000, 15.687, 15.687, -15.00, 0.00, 0.00, 0.000, 0.000
9559.000, -2508.342, 0.000, 0.000, 15.938, 15.938, -15.00, 0.00, 0.00, 0.000, 0.000
9560.000, -2528.232, 0.000, 0.000, 16.190, 16.190, -15.00, 0.00, 0.00, 0.000, 0.000
9561.000, -2548.120, 0.000, 0.000, 16.445, 16.445, -15.00, 0.00, 0.00, 0.000, 0.000
9562.000, -2568.009, 0.000, 0.000, 16.702, 16.702, -15.00, 0.00, 0.00, 0.000, 0.000
9563.000, -2587.897, 0.000, 0.000, 16.961, 16.961, -15.00, 0.00, 0.00, 0.000, 0.000
9564.000, -2607.786, 0.000, 0.000, 17.222, 17.222, -15.00, 0.00, 0.00, 0.000, 0.000
9565.000, -2627.673, 0.000, 0.000, 17.484, 17.484, -15.00, 0.00, 0.00, 0.000, 0.000
9566.000, -2647.561, 0.000, 0.000, 17.749, 17.749, -15.00, 0.00, 0.00, 0.000, 0.000
9567.000, -2667.448, 0.000, 0.000, 18.016, 18.016, -15.00, 0.00, 0.00, 0.000, 0.000
9568.000, -2687.335, 0.000, 0.000, 18.285, 18.285, -15.00, 0.00, 0.00, 0.000, 0.000
9569.000, -2707.222, 0.000, 0.000, 18.555, 18.555, -15.00, 0.00, 0.00, 0.000, 0.000
9570.000, -2727.109, 0.000, 0.000, 18.828, 18.828, -15.00, 0.00, 0.00, 0.000, 0.000
9571.000, -2746.995, 0.000, 0.000, 19.103, 19.103, -15.00, 0.00, 0.00, 0.000, 0.000
9572.000, -2766.881, 0.000, 0.000, 19.380, 19.380, -15.00, 0.00, 0.00, 0.000, 0.000
9573.000, -2786.767, 0.000, 0.000, 19.658, 19.658, -15.00, 0.00, 0.00, 0.000, 0.000
9574.000, -2806.652, 0.000, 0.000, 19.939, 19.939, -15.00, 0.00, 0.00, 0.000, 0.000
9575.000, -2826.537, 0.000, 0.000, 20.222, 20.222, -15.00, 0.00, 0.00, 0.000, 0.000
9576.000, -2846.422, 0.000, 0.000, 20.506, 20.506, -15.00, 0.00, 0.00, 0.000, 0.000
9577.000, -2866.307, 0.000, 0.000, 20.793, 20.793, -15.00, 0.00, 0.00, 0.000, 0.000
9578.000, -2886.191, 0.000, 0.000, 21.081, 21.081, -15.00, 0.00, 0.00, 0.000, 0.000
9579.000, -2906.075, 0.000, 0.000, 21.372, 21.372, -15.00, 0.00, 0.00, 0.000, 0.000
9580.000, -2925.959, 0.000, 0.000, 21.665, 21.665, -15.00, 0.00, 0.00, 0.000, 0.000
9581.000, -2945.842, 0.000, 0.000, 21.959, 21.959, -15.00, 0.00, 0.00, 0.000, 0.000
9582.000, -2965.725, 0.000, 0.000, 22.256, 22.256, -15.00, 0.00, 0.00, 0.000, 0.000
9583.000, -2985.608, 0.000, 0.000, 22.554, 22.554, -15.00, 0.00, 0.00, 0.000, 0.000
9584.000, -3005.491, 0.000, 0.000, 22.855, 22.855, -15.00, 0.00, 0.00, 0.000, 0.000
9585.000, -3025.373, 0.000, 0.000, 23.158, 23.158, -15.00, 0.00, 0.00, 0.000, 0.000
9586.000, -3045.255, 0.000, 0.000, 23.462, 23.462, -15.00, 0.00, 0.00, 0.000, 0.000
9587.000, -3065.137, 0.000, 0.000, 23.769, 23.769, -15.00, 0.00, 0.00, 0.000, 0.000
9588.000, -3085.018, 0.000, 0.000, 24.077, 24.077, -15.00, 0.00, 0.00, 0.000, 0.000
9589.000, -3104.899, 0.000, 0.000, 24.388, 24.388, -15.00, 0.00, 0.00, 0.000, 0.000
9590.000, -3124.780, 0.000, 0.000, 24.700, 24.700, -15.00, 0.00, 0.00, 0.000, 0.000
9591.000, -3144.661, 0.000, 0.000, 25.015, 25.015, -15.00, 0.00, 0.00, 0.000, 0.000
9592.000, -3164.541, 0.000, 0.000, 25.331, 25.331, -15.00, 0.00, 0.00, 0.000, 0.000
9593.000, -3184.421, 0.000, 0.000, 25.650, 25.650, -15.00, 0.00, 0.00, 0.000, 0.000
9594.000, -3204.300, 0.000, 0.000, 25.970, 25.970, -15.00, 0.00, 0.00, 0.000, 0.000
9595.000, -3224.179, 0.000, 0.000, 26.292, 26.292, -15.00, 0.00, 0.00, 0.000, 0.000
9596.000, -3244.058, 0.000, 0.000, 26.617, 26.617, -15.00, 0.00, 0.00, 0.000, 0.000
9597.000, -3263.937, 0.000, 0.000, 26.943, 26.943, -15.00, 0.00, 0.00, 0.000, 0.000
9598.000, -3283.815, 0.000, 0.000, 27.272, 27.272, -15.00, 0.00, 0.00, 0.000, 0.000
9599.000, -3303.693, 0.000, 0.000, 27.602, 27.602, -15.00, 0.00, 0.00, 0.000, 0.000
9600.000, -3323.570, 0.000, 0.000, 27.934, 27.934, -15.00, 0.00, 0.00, 0.000, 0.000
9601.000, -3343.448, 0.000, 0.000, 28.269, 28.269, -15.00, 0.00, 0.00, 0.000, 0.000
9602.000, -3363.325, 0.000, 0.000, 28.605, 28.605, -15.00, 0.00, 0.00, 0.000, 0.000
9603.000, -3383.201, 0.000, 0.000, 28.943, 28.943, -15.00, 0.00, 0.00, 0.000, 0.000
9604.000, -3403.078, 0.000, 0.000, 29.284, 29.284, -15.00, 0.00, 0.00, 0.000, 0.000
9605.000, -3422.954, 0.000, 0.000, 29.626, 29.626, -15.00, 0.00, 0.00, 0.000, 0.000
9606.000, -3442.829, 0.000, 0.000, 29.970, 29.970, -15.00, 0.00, 0.00, 0.000, 0.000
9607.000, -3462.704, 0.000, 0.000, 30.317, 30.317, -15.00, 0.00, 0.00, 0.000, 0.000
9608.000, -3482.579, 0.000, 0.000, 30.665, 30.665, -15.00, 0.00, 0.00, 0.000, 0.000
9609.000, -3502.454, 0.000, 0.000, 31.015, 31.015, -15.00, 0.00, 0.00, 0.000, 0.000
9610.000, -3522.328, 0.000, 0.000, 31.367, 31.367, -15.00, 0.00, 0.00, 0.000, 0.000
9611.000, -3542.202, 0.000, 0.000, 31.722, 31.722, -15.00, 0.00, 0.00, 0.000, 0.000
