FLIGHT LOG
t, z, x, theta, rpm1, rpm2, v_z, v_x, omega, pred_theta, del_rpm
3026.000, -31373.161, 0.000, 0.000, 7764.177, 7764.177, 15.00, 0.00, 0.00, 0.000, 0.000
3027.000, -31355.447, 0.000, 0.000, 7767.317, 7767.317, 15.00, 0.00, 0.00, 0.000, 0.000
3028.000, -31337.729, 0.000, 0.000, 7770.454, 7770.454, 15.00, 0.00, 0.00, 0.000, 0.000
3029.000, -31320.008, 0.000, 0.000, 7773.590, 7773.590, 15.00, 0.00, 0.00, 0.000, 0.000
3030.000, -31302.284, 0.000, 0.000, 7776.724, 7776.724, 15.00, 0.00, 0.00, 0.000, 0.000
3031.000, -31284.557, 0.000, 0.000, 7779.856, 7779.856, 15.00, 0.00, 0.00, 0.000, 0.000
3032.000, -31266.827, 0.000, 0.000, 7782.987, 7782.987, 15.00, 0.00, 0.00, 0.000, 0.000
3033.000, -31249.094, 0.000, 0.000, 7786.115, 7786.115, 15.00, 0.00, 0.00, 0.000, 0.000
3034.000, -31231.357, 0.000, 0.000, 7789.242, 7789.242, 15.00, 0.00, 0.00, 0.000, 0.000
3035.000, -31213.618, 0.000, 0.000, 7792.367, 7792.367, 15.00, 0.00, 0.00, 0.000, 0.000
3036.000, -31195.876, 0.000, 0.000, 7795.491, 7795.491, 15.00, 0.00, 0.00, 0.000, 0.000
3037.000, -31178.130, 0.000, 0.000, 7798.612, 7798.612, 15.00, 0.00, 0.00, 0.000, 0.000
3038.000, -31160.382, 0.000, 0.000, 7801.732, 7801.732, 15.00, 0.00, 0.00, 0.000, 0.000
3039.000, -31142.630, 0.000, 0.000, 7804.850, 7804.850, 15.00, 0.00, 0.00, 0.000, 0.000
3040.000, -31124.876, 0.000, 0.000, 7807.966, 7807.966, 15.00, 0.00, 0.00, 0.000, 0.000
3041.000, -31107.118, 0.000, 0.000, 7811.081, 7811.081, 15.00, 0.00, 0.00, 0.000, 0.000
3042.000, -31089.357, 0.000, 0.000, 7814.193, 7814.193, 15.00, 0.00, 0.00, 0.000, 0.000
3043.000, -31071.593, 0.000, 0.000, 7817.304, 7817.304, 15.00, 0.00, 0.00, 0.000, 0.000
3044.000, -31053.827, 0.000, 0.000, 7820.414, 7820.414, 15.00, 0.00, 0.00, 0.000, 0.000
3045.000, -31036.057, 0.000, 0.000, 7823.521, 7823.521, 15.00, 0.00, 0.00, 0.000, 0.000
3046.000, -31018.284, 0.000, 0.000, 7826.627, 7826.627, 15.00, 0.00, 0.00, 0.000, 0.000
3047.000, -31000.508, 0.000, 0.000, 7829.730, 7829.730, 15.00, 0.00, 0.00, 0.000, 0.000
3048.000, -30982.729, 0.000, 0.000, 7832.832, 7832.832, 15.00, 0.00, 0.00, 0.000, 0.000
3049.000, -30964.947, 0.000, 0.000, 7835.933, 7835.933, 15.00, 0.00, 0.00, 0.000, 0.000
3050.000, -30947.162, 0.000, 0.000, 7839.031, 7839.031, 15.00, 0.00, 0.00, 0.000, 0.000
3051.000, -30929.374, 0.000, 0.000, 7842.128, 7842.128, 15.00, 0.00, 0.00, 0.000, 0.000
3052.000, -30911.582, 0.000, 0.000, 7845.223, 7845.223, 15.00, 0.00, 0.00, 0.000, 0.000
3053.000, -30893.788, 0.000, 0.000, 7848.316, 7848.316, 15.00, 0.00, 0.00, 0.000, 0.000
3054.000, -30875.991, 0.000, 0.000, 7851.407, 7851.407, 15.00, 0.00, 0.00, 0.000, 0.000
3055.000, -30858.191, 0.000, 0.000, 7854.497, 7854.497, 15.00, 0.00, 0.00, 0.000, 0.000
3056.000, -30840.387, 0.000, 0.000, 7857.585, 7857.585, 15.00, 0.00, 0.00, 0.000, 0.000
3057.000, -30822.581, 0.000, 0.000, 7860.671, 7860.671, 15.00, 0.00, 0.00, 0.000, 0.000
3058.000, -30804.772, 0.000, 0.000, 7863.755, 7863.755, 15.00, 0.00, 0.00, 0.000, 0.000
3059.000, -30786.959, 0.000, 0.000, 7866.838, 7866.838, 15.00, 0.00, 0.00, 0.000, 0.000
3060.000, -30769.144, 0.000, 0.000, 7869.918, 7869.918, 15.00, 0.00, 0.00, 0.000, 0.000
3061.000, -30751.326, 0.000, 0.000, 7872.997, 7872.997, 15.00, 0.00, 0.00, 0.000, 0.000
3062.000, -30733.504, 0.000, 0.000, 7876.074, 7876.074, 15.00, 0.00, 0.00, 0.000, 0.000
3063.000, -30715.680, 0.000, 0.000, 7879.150, 7879.150, 15.00, 0.00, 0.00, 0.000, 0.000
3064.000, -30697.852, 0.000, 0.000, 7882.223, 7882.223, 15.00, 0.00, 0.00, 0.000, 0.000
3065.000, -30680.022, 0.000, 0.000, 7885.295, 7885.295, 15.00, 0.00, 0.00, 0.000, 0.000
3066.000, -30662.188, 0.000, 0.000, 7888.365, 7888.365, 15.00, 0.00, 0.00, 0.000, 0.000
3067.000, -30644.352, 0.000, 0.000, 7891.433, 7891.433, 15.00, 0.00, 0.00, 0.000, 0.000
3068.000, -30626.512, 0.000, 0.000, 7894.500, 7894.500, 15.00, 0.00, 0.00, 0.000, 0.000
3069.000, -30608.670, 0.000, 0.000, 7897.564, 7897.564, 15.00, 0.00, 0.00, 0.000, 0.000
3070.000, -30590.824, 0.000, 0.000, 7900.627, 7900.627, 15.00, 0.00, 0.00, 0.000, 0.000
3071.000, -30572.976, 0.000, 0.000, 7903.688, 7903.688, 15.00, 0.00, 0.00, 0.000, 0.000
3072.000, -30555.124, 0.000, 0.000, 7906.748, 7906.748, 15.00, 0.00, 0.00, 0.000, 0.000
3073.000, -30537.270, 0.000, 0.000, 7909.805, 7909.805, 15.00, 0.00, 0.00, 0.000, 0.000
3074.000, -30519.412, 0.000, 0.000, 7912.861, 7912.861, 15.00, 0.00, 0.00, 0.000, 0.000
3075.000, -30501.552, 0.000, 0.000, 7915.915, 7915.915, 15.00, 0.00, 0.00, 0.000, 0.000
3076.000, -30483.688, 0.000, 0.000, 7918.967, 7918.967, 15.00, 0.00, 0.00, 0.000, 0.000
3077.000, -30465.822, 0.000, 0.000, 7922.017, 7922.017, 15.00, 0.00, 0.00, 0.000, 0.000
3078.000, -30447.952, 0.000, 0.000, 7925.066, 7925.066, 15.00, 0.00, 0.00, 0.000, 0.000
3079.000, -30430.080, 0.000, 0.000, 7928.113, 7928.113, 15.00, 0.00, 0.00, 0.000, 0.000
3080.000, -30412.204, 0.000, 0.000, 7931.158, 7931.158, 15.00, 0.00, 0.00, 0.000, 0.000
3081.000, -30394.326, 0.000, 0.000, 7934.201, 7934.201, 15.00, 0.00, 0.00, 0.000, 0.000
3082.000, -30376.444, 0.000, 0.000, 7937.242, 7937.242, 15.00, 0.00, 0.00, 0.000, 0.000
3083.000, -30358.560, 0.000, 0.000, 7940.282, 7940.282, 15.00, 0.00, 0.00, 0.000, 0.000
3084.000, -30340.673, 0.000, 0.000, 7943.320, 7943.320, 15.00, 0.00, 0.00, 0.000, 0.000
3085.000, -30322.782, 0.000, 0.000, 7946.356, 7946.356, 15.00, 0.00, 0.00, 0.000, 0.000
3086.000, -30304.889, 0.000, 0.000, 7949.390, 7949.390, 15.00, 0.00, 0.00, 0.000, 0.000
3087.000, -30286.992, 0.000, 0.000, 7952.423, 7952.423, 15.00, 0.00, 0.00, 0.000, 0.000
3088.000, -30269.093, 0.000, 0.000, 7955.453, 7955.453, 15.00, 0.00, 0.00, 0.000, 0.000
3089.000, -30251.191, 0.000, 0.000, 7958.482, 7958.482, 15.00, 0.00, 0.00, 0.000, 0.000
3090.000, -30233.286, 0.000, 0.000, 7961.509, 7961.509, 15.00, 0.00, 0.00, 0.000, 0.000
3091.000, -30215.377, 0.000, 0.000, 7964.535, 7964.535, 15.00, 0.00, 0.00, 0.000, 0.000
3092.000, -30197.466, 0.000, 0.000, 7967.558, 7967.558, 15.00, 0.00, 0.00, 0.000, 0.000
3093.000, -30179.552, 0.000, 0.000, 7970.580, 7970.580, 15.00, 0.00, 0.00, 0.000, 0.000
3094.000, -30161.635, 0.000, 0.000, 7973.600, 7973.600, 15.00, 0.00, 0.00, 0.000, 0.000
3095.000, -30143.715, 0.000, 0.000, 7976.618, 7976.618, 15.00, 0.00, 0.00, 0.000, 0.000
3096.000, -30125.792, 0.000, 0.000, 7979.635, 7979.635, 15.00, 0.00, 0.00, 0.000, 0.000
3097.000, -30107.866, 0.000, 0.000, 7982.649, 7982.649, 15.00, 0.00, 0.00, 0.000, 0.000
3098.000, -30089.937, 0.000, 0.000, 7985.662, 7985.662, 15.00, 0.00, 0.00, 0.000, 0.000
3099.000, -30072.005, 0.000, 0.000, 7988.673, 7988.673, 15.00, 0.00, 0.00, 0.000, 0.000
3100.000, -30054.070, 0.000, 0.000, 7991.682, 7991.682, 15.00, 0.00, 0.00, 0.000, 0.000
3101.000, -30036.133, 0.000, 0.000, 7994.689, 7994.689, 15.00, 0.00, 0.00, 0.000, 0.000
3102.000, -30018.192, 0.000, 0.000, 7997.695, 7997.695, 15.00, 0.00, 0.00, 0.000, 0.000
3103.000, -30000.248, 0.000, 0.000, 8000.699, 8000.699, 15.00, 0.00, 0.00, 0.000, 0.000
3104.000, -29982.301, 0.000, 0.000, 8003.701, 8003.701, 15.00, 0.00, 0.00, 0.000, 0.000
3105.000, -29964.352, 0.000, 0.000, 8006.701, 8006.701, 15.00, 0.00, 0.00, 0.000, 0.000
3106.000, -29946.399, 0.000, 0.000, 8009.700, 8009.700, 15.00, 0.00, 0.00, 0.000, 0.000
3107.000, -29928.444, 0.000, 0.000, 8012.696, 8012.696, 15.00, 0.00, 0.00, 0.000, 0.000
3108.000, -29910.486, 0.000, 0.000, 8015.691, 8015.691, 15.00, 0.00, 0.00, 0.000, 0.000
3109.000, -29892.524, 0.000, 0.000, 8018.684, 8018.684, 15.00, 0.00, 0.00, 0.000, 0.000
3110.000, -29874.560, 0.000, 0.000, 8021.675, 8021.675, 15.00, 0.00, 0.00, 0.000, 0.000
3111.000, -29856.593, 0.000, 0.000, 8024.665, 8024.665, 15.00, 0.00, 0.00, 0.000, 0.000
3112.000, -29838.623, 0.000, 0.000, 8027.653, 8027.653, 15.00, 0.00, 0.00, 0.000, 0.000
3113.000, -29820.650, 0.000, 0.000, 8030.638, 8030.638, 15.00, 0.00, 0.00, 0.000, 0.000
3114.000, -29802.674, 0.000, 0.000, 8033.622, 8033.622, 15.00, 0.00, 0.00, 0.000, 0.000
3115.000, -29784.695, 0.000, 0.000, 8036.605, 8036.605, 15.00, 0.00, 0.00, 0.000, 0.000
3116.000, -29766.713, 0.000, 0.000, 8039.585, 8039.585, 15.00, 0.00, 0.00, 0.000, 0.000
3117.000, -29748.728, 0.000, 0.000, 8042.564, 8042.564, 15.00, 0.00, 0.00, 0.000, 0.000
3118.000, -29730.740, 0.000, 0.000, 8045.541, 8045.541, 15.00, 0.00, 0.00, 0.000, 0.000
3119.000, -29712.750, 0.000, 0.000, 8048.516, 8048.516, 15.00, 0.00, 0.00, 0.000, 0.000
3120.000, -29694.756, 0.000, 0.000, 8051.489, 8051.489, 15.00, 0.00, 0.00, 0.000, 0.000
3121.000, -29676.760, 0.000, 0.000, 8054.461, 8054.461, 15.00, 0.00, 0.00, 0.000, 0.000
3122.000, -29658.761, 0.000, 0.000, 8057.430, 8057.430, 15.00, 0.00, 0.00, 0.000, 0.000
3123.000, -29640.758, 0.000, 0.000, 8060.398, 8060.398, 15.00, 0.00, 0.00, 0.000, 0.000
3124.000, -29622.753, 0.000, 0.000, 8063.364, 8063.364, 15.00, 0.00, 0.00, 0.000, 0.000
3125.000, -29604.745, 0.000, 0.000, 8066.328, 8066.328, 15.00, 0.00, 0.00, 0.000, 0.000
3126.000, -29586.734, 0.000, 0.000, 8069.291, 8069.291, 15.00, 0.00, 0.00, 0.000, 0.000
3127.000, -29568.720, 0.000, 0.000, 8072.252, 8072.252, 15.00, 0.00, 0.00, 0.000, 0.000
3128.000, -29550.703, 0.000, 0.000, 8075.210, 8075.210, 15.00, 0.00, 0.00, 0.000, 0.000
3129.000, -29532.684, 0.000, 0.000, 8078.168, 8078.168, 15.00, 0.00, 0.00, 0.000, 0.000
3130.000, -29514.661, 0.000, 0.000, 8081.123, 8081.123, 15.00, 0.00, 0.00, 0.000, 0.000
3131.000, -29496.636, 0.000, 0.000, 8084.076, 8084.076, 15.00, 0.00, 0.00, 0.000, 0.000
3132.000, -29478.607, 0.000, 0.000, 8087.028, 8087.028, 15.00, 0.00, 0.00, 0.000, 0.000
3133.000, -29460.576, 0.000, 0.000, 8089.978, 8089.978, 15.00, 0.00, 0.00, 0.000, 0.000
3134.000, -29442.542, 0.000, 0.000, 8092.926, 8092.926, 15.00, 0.00, 0.00, 0.000, 0.000
3135.000, -29424.505, 0.000, 0.000, 8095.872, 8095.872, 15.00, 0.00, 0.00, 0.000, 0.000
3136.000, -29406.465, 0.000, 0.000, 8098.817, 8098.817, 15.00, 0.00, 0.00, 0.000, 0.000
3137.000, -29388.422, 0.000, 0.000, 8101.759, 8101.759, 15.00, 0.00, 0.00, 0.000, 0.000
3138.000, -29370.376, 0.000, 0.000, 8104.700, 8104.700, 15.00, 0.00, 0.00, 0.000, 0.000
3139.000, -29352.328, 0.000, 0.000, 8107.639, 8107.639, 15.00, 0.00, 0.00, 0.000, 0.000
3140.000, -29334.276, 0.000, 0.000, 8110.576, 8110.576, 15.00, 0.00, 0.00, 0.000, 0.000
3141.000, -29316.222, 0.000, 0.000, 8113.512, 8113.512, 15.00, 0.00, 0.00, 0.000, 0.000
3142.000, -29298.165, 0.000, 0.000, 8116.445, 8116.445, 15.00, 0.00, 0.00, 0.000, 0.000
3143.000, -29280.105, 0.000, 0.000, 8119.377, 8119.377, 15.00, 0.00, 0.00, 0.000, 0.000
3144.000, -29262.042, 0.000, 0.000, 8122.307, 8122.307, 15.00, 0.00, 0.00, 0.000, 0.000
3145.000, -29243.976, 0.000, 0.000, 8125.235, 8125.235, 15.00, 0.00, 0.00, 0.000, 0.000
3146.000, -29225.907, 0.000, 0.000, 8128.162, 8128.162, 15.00, 0.00, 0.00, 0.000, 0.000
3147.000, -29207.835, 0.000, 0.000, 8131.086, 8131.086, 15.00, 0.00, 0.00, 0.000, 0.000
3148.000, -29189.761, 0.000, 0.000, 8134.009, 8134.009, 15.00, 0.00, 0.00, 0.000, 0.000
3149.000, -29171.684, 0.000, 0.000, 8136.930, 8136.930, 15.00, 0.00, 0.00, 0.000, 0.000
3150.000, -29153.603, 0.000, 0.000, 8139.849, 8139.849, 15.00, 0.00, 0.00, 0.000, 0.000
3151.000, -29135.520, 0.000, 0.000, 8142.767, 8142.767, 15.00, 0.00, 0.00, 0.000, 0.000
3152.000, -29117.434, 0.000, 0.000, 8145.682, 8145.682, 15.00, 0.00, 0.00, 0.000, 0.000
3153.000, -29099.346, 0.000, 0.000, 8148.596, 8148.596, 15.00, 0.00, 0.00, 0.000, 0.000
3154.000, -29081.254, 0.000, 0.000, 8151.508, 8151.508, 15.00, 0.00, 0.00, 0.000, 0.000
3155.000, -29063.160, 0.000, 0.000, 8154.418, 8154.418, 15.00, 0.00, 0.00, 0.000, 0.000
3156.000, -29045.062, 0.000, 0.000, 8157.326, 8157.326, 15.00, 0.00, 0.00, 0.000, 0.000
3157.000, -29026.962, 0.000, 0.000, 8160.233, 8160.233, 15.00, 0.00, 0.00, 0.000, 0.000
3158.000, -29008.859, 0.000, 0.000, 8163.138, 8163.138, 15.00, 0.00, 0.00, 0.000, 0.000
3159.000, -28990.753, 0.000, 0.000, 8166.040, 8166.040, 15.00, 0.00, 0.00, 0.000, 0.000
3160.000, -28972.644, 0.000, 0.000, 8168.942, 8168.942, 15.00, 0.00, 0.00, 0.000, 0.000
3161.000, -28954.533, 0.000, 0.000, 8171.841, 8171.841, 15.00, 0.00, 0.00, 0.000, 0.000
3162.000, -28936.418, 0.000, 0.000, 8174.738, 8174.738, 15.00, 0.00, 0.00, 0.000, 0.000
3163.000, -28918.301, 0.000, 0.000, 8177.634, 8177.634, 15.00, 0.00, 0.00, 0.000, 0.000
3164.000, -28900.181, 0.000, 0.000, 8180.528, 8180.528, 15.00, 0.00, 0.00, 0.000, 0.000
3165.000, -28882.058, 0.000, 0.000, 8183.420, 8183.420, 15.00, 0.00, 0.00, 0.000, 0.000
3166.000, -28863.932, 0.000, 0.000, 8186.310, 8186.310, 15.00, 0.00, 0.00, 0.000, 0.000
3167.000, -28845.804, 0.000, 0.000, 8189.198, 8189.198, 15.00, 0.00, 0.00, 0.000, 0.000
3168.000, -28827.672, 0.000, 0.000, 8192.085, 8192.085, 15.00, 0.00, 0.00, 0.000, 0.000
3169.000, -28809.538, 0.000, 0.000, 8194.970, 8194.970, 15.00, 0.00, 0.00, 0.000, 0.000
3170.000, -28791.401, 0.000, 0.000, 8197.853, 8197.853, 15.00, 0.00, 0.00, 0.000, 0.000
3171.000, -28773.261, 0.000, 0.000, 8200.734, 8200.734, 15.00, 0.00, 0.00, 0.000, 0.000
3172.000, -28755.118, 0.000, 0.000, 8203.613, 8203.613, 15.00, 0.00, 0.00, 0.000, 0.000
3173.000, -28736.973, 0.000, 0.000, 8206.491, 8206.491, 15.00, 0.00, 0.00, 0.000, 0.000
3174.000, -28718.824, 0.000, 0.000, 8209.366, 8209.366, 15.00, 0.00, 0.00, 0.000, 0.000
3175.000, -28700.673, 0.000, 0.000, 8212.240, 8212.240, 15.00, 0.00, 0.00, 0.000, 0.000
3176.000, -28682.519, 0.000, 0.000, 8215.112, 8215.112, 15.00, 0.00, 0.00, 0.000, 0.000
3177.000, -28664.362, 0.000, 0.000, 8217.982, 8217.982, 15.00, 0.00, 0.00, 0.000, 0.000
3178.000, -28646.203, 0.000, 0.000, 8220.851, 8220.851, 15.00, 0.00, 0.00, 0.000, 0.000
3179.000, -28628.040, 0.000, 0.000, 8223.718, 8223.718, 15.00, 0.00, 0.00, 0.000, 0.000
3180.000, -28609.875, 0.000, 0.000, 8226.582, 8226.582, 15.00, 0.00, 0.00, 0.000, 0.000
3181.000, -28591.707, 0.000, 0.000, 8229.445, 8229.445, 15.00, 0.00, 0.00, 0.000, 0.000
3182.000, -28573.536, 0.000, 0.000, 8232.307, 8232.307, 15.00, 0.00, 0.00, 0.000, 0.000
3183.000, -28555.362, 0.000, 0.000, 8235.166, 8235.166, 15.00, 0.00, 0.00, 0.000, 0.000
3184.000, -28537.186, 0.000, 0.000, 8238.023, 8238.023, 15.00, 0.00, 0.00, 0.000, 0.000
3185.000, -28519.006, 0.000, 0.000, 8240.879, 8240.879, 15.00, 0.00, 0.00, 0.000, 0.000
3186.000, -28500.824, 0.000, 0.000, 8243.733, 8243.733, 15.00, 0.00, 0.00, 0.000, 0.000
3187.000, -28482.639, 0.000, 0.000, 8246.585, 8246.585, 15.00, 0.00, 0.00, 0.000, 0.000
3188.000, -28464.452, 0.000, 0.000, 8249.435, 8249.435, 15.00, 0.00, 0.00, 0.000, 0.000
3189.000, -28446.261, 0.000, 0.000, 8252.284, 8252.284, 15.00, 0.00, 0.00, 0.000, 0.000
3190.000, -28428.068, 0.000, 0.000, 8255.130, 8255.130, 15.00, 0.00, 0.00, 0.000, 0.000
3191.000, -28409.872, 0.000, 0.000, 8257.975, 8257.975, 15.00, 0.00, 0.00, 0.000, 0.000
3192.000, -28391.673, 0.000, 0.000, 8260.818, 8260.818, 15.00, 0.00, 0.00, 0.000, 0.000
3193.000, -28373.471, 0.000, 0.000, 8263.659, 8263.659, 15.00, 0.00, 0.00, 0.000, 0.000
3194.000, -28355.267, 0.000, 0.000, 8266.499, 8266.499, 15.00, 0.00, 0.00, 0.000, 0.000
3195.000, -28337.060, 0.000, 0.000, 8269.336, 8269.336, 15.00, 0.00, 0.00, 0.000, 0.000
3196.000, -28318.850, 0.000, 0.000, 8272.172, 8272.172, 15.00, 0.00, 0.00, 0.000, 0.000
3197.000, -28300.637, 0.000, 0.000, 8275.006, 8275.006, 15.00, 0.00, 0.00, 0.000, 0.000
3198.000, -28282.421, 0.000, 0.000, 8277.838, 8277.838, 15.00, 0.00, 0.00, 0.000, 0.000
3199.000, -28264.203, 0.000, 0.000, 8280.668, 8280.668, 15.00, 0.00, 0.00, 0.000, 0.000
3200.000, -28245.982, 0.000, 0.000, 8283.497, 8283.497, 15.00, 0.00, 0.00, 0.000, 0.000
3201.000, -28227.758, 0.000, 0.000, 8286.323, 8286.323, 15.00, 0.00, 0.00, 0.000, 0.000
3202.000, -28209.531, 0.000, 0.000, 8289.148, 8289.148, 15.00, 0.00, 0.00, 0.000, 0.000
3203.000, -28191.302, 0.000, 0.000, 8291.971, 8291.971, 15.00, 0.00, 0.00, 0.000, 0.000
3204.000, -28173.070, 0.000, 0.000, 8294.792, 8294.792, 15.00, 0.00, 0.00, 0.000, 0.000
3205.000, -28154.835, 0.000, 0.000, 8297.611, 8297.611, 15.00, 0.00, 0.00, 0.000, 0.000
3206.000, -28136.597, 0.000, 0.000, 8300.429, 8300.429, 15.00, 0.00, 0.00, 0.000, 0.000
3207.000, -28118.357, 0.000, 0.000, 8303.244, 8303.244, 15.00, 0.00, 0.00, 0.000, 0.000
3208.000, -28100.113, 0.000, 0.000, 8306.058, 8306.058, 15.00, 0.00, 0.00, 0.000, 0.000
3209.000, -28081.867, 0.000, 0.000, 8308.870, 8308.870, 15.00, 0.00, 0.00, 0.000, 0.000
3210.000, -28063.619, 0.000, 0.000, 8311.681, 8311.681, 15.00, 0.00, 0.00, 0.000, 0.000
3211.000, -28045.367, 0.000, 0.000, 8314.489, 8314.489, 15.00, 0.00, 0.00, 0.000, 0.000
3212.000, -28027.113, 0.000, 0.000, 8317.295, 8317.295, 15.00, 0.00, 0.00, 0.000, 0.000
3213.000, -28008.856, 0.000, 0.000, 8320.100, 8320.100, 15.00, 0.00, 0.00, 0.000, 0.000
3214.000, -27990.596, 0.000, 0.000, 8322.903, 8322.903, 15.00, 0.00, 0.00, 0.000, 0.000
3215.000, -27972.333, 0.000, 0.000, 8325.704, 8325.704, 15.00, 0.00, 0.00, 0.000, 0.000
3216.000, -27954.068, 0.000, 0.000, 8328.503, 8328.503, 15.00, 0.00, 0.00, 0.000, 0.000
3217.000, -27935.800, 0.000, 0.000, 8331.301, 8331.301, 15.00, 0.00, 0.00, 0.000, 0.000
3218.000, -27917.529, 0.000, 0.000, 8334.096, 8334.096, 15.00, 0.00, 0.00, 0.000, 0.000
3219.000, -27899.256, 0.000, 0.000, 8336.890, 8336.890, 15.00, 0.00, 0.00, 0.000, 0.000
3220.000, -27880.980, 0.000, 0.000, 8339.682, 8339.682, 15.00, 0.00, 0.00, 0.000, 0.000
3221.000, -27862.701, 0.000, 0.000, 8342.472, 8342.472, 15.00, 0.00, 0.00, 0.000, 0.000
3222.000, -27844.419, 0.000, 0.000, 8345.260, 8345.260, 15.00, 0.00, 0.00, 0.000, 0.000
3223.000, -27826.135, 0.000, 0.000, 8348.047, 8348.047, 15.00, 0.00, 0.00, 0.000, 0.000
3224.000, -27807.847, 0.000, 0.000, 8350.831, 8350.831, 15.00, 0.00, 0.00, 0.000, 0.000
3225.000, -27789.558, 0.000, 0.000, 8353.614, 8353.614, 15.00, 0.00, 0.00, 0.000, 0.000
3226.000, -27771.265, 0.000, 0.000, 8356.395, 8356.395, 15.00, 0.00, 0.00, 0.000, 0.000
3227.000, -27752.970, 0.000, 0.000, 8359.174, 8359.174, 15.00, 0.00, 0.00, 0.000, 0.000
3228.000, -27734.672, 0.000, 0.000, 8361.952, 8361.952, 15.00, 0.00, 0.00, 0.000, 0.000
3229.000, -27716.371, 0.000, 0.000, 8364.727, 8364.727, 15.00, 0.00, 0.00, 0.000, 0.000
3230.000, -27698.067, 0.000, 0.000, 8367.501, 8367.501, 15.00, 0.00, 0.00, 0.000, 0.000
3231.000, -27679.761, 0.000, 0.000, 8370.272, 8370.272, 15.00, 0.00, 0.00, 0.000, 0.000
3232.000, -27661.452, 0.000, 0.000, 8373.042, 8373.042, 15.00, 0.00, 0.00, 0.000, 0.000
3233.000, -27643.140, 0.000, 0.000, 8375.811, 8375.811, 15.00, 0.00, 0.00, 0.000, 0.000
3234.000, -27624.826, 0.000, 0.000, 8378.577, 8378.577, 15.00, 0.00, 0.00, 0.000, 0.000
3235.000, -27606.509, 0.000, 0.000, 8381.341, 8381.341, 15.00, 0.00, 0.00, 0.000, 0.000
3236.000, -27588.189, 0.000, 0.000, 8384.104, 8384.104, 15.00, 0.00, 0.00, 0.000, 0.000
3237.000, -27569.867, 0.000, 0.000, 8386.865, 8386.865, 15.00, 0.00, 0.00, 0.000, 0.000
3238.000, -27551.541, 0.000, 0.000, 8389.624, 8389.624, 15.00, 0.00, 0.00, 0.000, 0.000
3239.000, -27533.213, 0.000, 0.000, 8392.381, 8392.381, 15.00, 0.00, 0.00, 0.000, 0.000
3240.000, -27514.883, 0.000, 0.000, 8395.136, 8395.136, 15.00, 0.00, 0.00, 0.000, 0.000
3241.000, -27496.549, 0.000, 0.000, 8397.890, 8397.890, 15.00, 0.00, 0.00, 0.000, 0.000
3242.000, -27478.213, 0.000, 0.000, 8400.641, 8400.641, 15.00, 0.00, 0.00, 0.000, 0.000
3243.000, -27459.875, 0.000, 0.000, 8403.391, 8403.391, 15.00, 0.00, 0.00, 0.000, 0.000
3244.000, -27441.533, 0.000, 0.000, 8406.139, 8406.139, 15.00, 0.00, 0.00, 0.000, 0.000
3245.000, -27423.189, 0.000, 0.000, 8408.885, 8408.885, 15.00, 0.00, 0.00, 0.000, 0.000
3246.000, -27404.842, 0.000, 0.000, 8411.630, 8411.630, 15.00, 0.00, 0.00, 0.000, 0.000
3247.000, -27386.493, 0.000, 0.000, 8414.372, 8414.372, 15.00, 0.00, 0.00, 0.000, 0.000
3248.000, -27368.141, 0.000, 0.000, 8417.113, 8417.113, 15.00, 0.00, 0.00, 0.000, 0.000
3249.000, -27349.786, 0.000, 0.000, 8419.852, 8419.852, 15.00, 0.00, 0.00, 0.000, 0.000
3250.000, -27331.428, 0.000, 0.000, 8422.589, 8422.589, 15.00, 0.00, 0.00, 0.000, 0.000
3251.000, -27313.068, 0.000, 0.000, 8425.324, 8425.324, 15.00, 0.00, 0.00, 0.000, 0.000
3252.000, -27294.705, 0.000, 0.000, 8428.057, 8428.057, 15.00, 0.00, 0.00, 0.000, 0.000
3253.000, -27276.339, 0.000, 0.000, 8430.789, 8430.789, 15.00, 0.00, 0.00, 0.000, 0.000
3254.000, -27257.971, 0.000, 0.000, 8433.518, 8433.518, 15.00, 0.00, 0.00, 0.000, 0.000
3255.000, -27239.600, 0.000, 0.000, 8436.246, 8436.246, 15.00, 0.00, 0.00, 0.000, 0.000
3256.000, -27221.227, 0.000, 0.000, 8438.972, 8438.972, 15.00, 0.00, 0.00, 0.000, 0.000
3257.000, -27202.850, 0.000, 0.000, 8441.696, 8441.696, 15.00, 0.00, 0.00, 0.000, 0.000
3258.000, -27184.471, 0.000, 0.000, 8444.418, 8444.418, 15.00, 0.00, 0.00, 0.000, 0.000
3259.000, -27166.090, 0.000, 0.000, 8447.139, 8447.139, 15.00, 0.00, 0.00, 0.000, 0.000
3260.000, -27147.705, 0.000, 0.000, 8449.857, 8449.857, 15.00, 0.00, 0.00, 0.000, 0.000
3261.000, -27129.318, 0.000, 0.000, 8452.574, 8452.574, 15.00, 0.00, 0.00, 0.000, 0.000
3262.000, -27110.929, 0.000, 0.000, 8455.289, 8455.289, 15.00, 0.00, 0.00, 0.000, 0.000
3263.000, -27092.536, 0.000, 0.000, 8458.002, 8458.002, 15.00, 0.00, 0.00, 0.000, 0.000
3264.000, -27074.141, 0.000, 0.000, 8460.714, 8460.714, 15.00, 0.00, 0.00, 0.000, 0.000
3265.000, -27055.744, 0.000, 0.000, 8463.423, 8463.423, 15.00, 0.00, 0.00, 0.000, 0.000
